tiempo_resolucion_hr,tiempo_espera_hr,complejidad_ticket,experiencia_tecnico,carga_trabajo_tecnico,tiempo_inactivo_hr,prioridad_numerica,hora_ingreso_ticket,antiguedad_cliente_meses,nivel_satisfaccion_cliente,tiempo_entre_tickets_hr,tamaño_equipo_soporte,uso_chat_soporte,descargas_previas_pdf,tipo_error_probabilidad,tasa_reasignacion,backlog_espera_tecnico,tiempo_llamada_soporte,score_prediccion_urgencia,cumple_SLA
3.519510674826443,0.9356626000181596,7.569984798909733,2.369307674322424,21.11839743212096,0.3713892822657208,2,11.242814918277404,14.65417589177097,2.0690183982321777,9.076228384211909,6.820171824319438,0,0,0.9033072159622668,0.47621598562674217,6.142495044164194,0.806953367982451,0.4976264165999107,1
22.575910731881407,0.809666903984009,2.660607960388404,5.0,23.94411800522587,0.801766856693334,2,13.180339309168481,32.791095511590086,2.2750874341724114,2.5554524497277016,10.94999069207148,1,2,0.3063402447184673,0.04937321140727095,4.313034746521636,0.6817888104732546,0.3117613849895479,0
9.87559270159087,0.3875431070751341,4.119757249328975,4.665679080513896,19.78050447018107,0.5241841213570487,1,20.855249701378494,11.089318838791279,3.3647177600090257,4.486289748037598,8.620870427009555,0,0,0.9512749736455912,0.086502231977308,4.168633088960933,0.13728285244786267,0.25892205243706784,1
6.84706915331965,1.869248894617195,6.969525731720364,3.730935434101578,13.947236771322281,0.44744292744362146,2,21.153544614800833,26.716922790074356,4.431994993506374,0.051362831864828734,12.230590486553089,0,2,0.9587422984385909,0.33916522881376593,4.440148769822353,0.8825030203028345,0.4820605668705331,1
1.272186528467597,1.2949109012963673,5.33880410072032,2.6569240692586016,23.39057848609353,1.5849753065445586,1,1.382863722646709,17.831963471494145,2.654850920139748,2.1596094762091815,12.576860630739828,0,0,0.21726772144348294,0.5560959184872607,3.914413247506962,0.9501314991393025,0.5872796188061927,1
1.2719721893595388,4.015373128682059,7.647139347714044,4.200629660979723,26.262876857214106,0.26858835718961765,3,14.533265956173215,40.491065914806,5.0,4.851274439831506,9.166590781299483,1,0,0.3300786179870505,0.3912997774356546,0.0,0.5906845458378482,0.5733594055183927,1
0.4487907645651051,0.06527280218166717,9.650871111005737,1.8665403609495415,21.586871080843284,0.9376921095137676,3,18.316987136362766,20.316822725405224,3.4488403037717186,23.299660886524983,9.927133829720754,0,3,0.7814241052857411,0.21873056592128437,3.4380336069202406,1.1282725577302877,0.6533133493175123,1
15.084231483599545,2.0649072538323923,2.0489201894367772,4.076575315244259,22.445621808799675,1.5604037668520419,1,12.338314184758483,10.314618021224625,2.7775098246906,1.6300252674987272,8.922377465770012,1,1,0.7957799851386063,0.20374335526486895,3.737147565933044,0.6742297996495152,0.5036493943578982,0
6.893116152204484,2.8789589172491543,7.386109447582548,3.9279735374200437,13.825993068166078,0.2094157214648468,2,2.2004135996070073,9.260639736150774,1.9590629140787672,0.9602925468159751,6.923135574481989,0,4,0.9373332401240739,0.08197571622694753,4.883052391605019,1.485461148508316,0.4306637551328005,1
9.234375462784428,2.849958691249502,3.0730974006890306,2.8486542653507194,23.534318165746132,0.4455487523452101,2,5.352774209664665,24.609714033281158,2.8758274005478923,11.301747788069061,8.834258480345897,0,2,0.8290242845458187,0.5917053164101531,3.972251425028025,0.587522725763679,0.592487697492572,1
0.15599480999353965,4.3444117506858,4.730290546668123,4.139186313350772,26.730069114631746,5.133603545506142,2,7.213811334599665,21.70891234825695,5.0,4.135225689330625,9.993812048529401,0,1,0.3864601859111805,0.7793693648055361,4.741627949900244,2.644193300905488,0.28334100973225174,1
26.27668106368734,2.6115219562813805,1.2957645321562583,2.5527788705361503,22.022927371357266,2.380262695185884,2,15.244386438331336,5.139546670845202,5.0,27.306074877985964,11.102684139620294,0,1,0.5725488064242885,0.05928436014000629,1.2220877425272674,2.558518639601065,0.41566271368087737,0
